state1,ccode1,year,irst1,milex1,milper1,pec1,tpop1,upop1,cinc1,MIDs1,Wars1,GP1,Dem1,state2,ccode2,irst2,milex2,milper2,pec2,tpop2,upop2,cinc2,MIDs2,Wars2,GP2,Dem2,irstDif,milexDif,milperDif,pecDif,tpopDif,upopDif,CincDif,BothGP,Nuclear1,Nuclear2,BothNuclear,OneNuclear,MIDs,HighMIDs,FatalMIDs,Wars,Prev1MIDs,Prev1HighMIDs,Prev1FatalMIDs,Prev1Wars,Prev5MIDs,Prev5HighMIDs,Prev5FatalMIDs,Prev5Wars,Prev10MIDs,Prev10HighMIDs,Prev10FatalMIDs,Prev10Wars,Prev20MIDs,Prev20HighMIDs,Prev20FatalMIDs,Prev20Wars,Prev30MIDs,Prev30HighMIDs,Prev30FatalMIDs,Prev30Wars,JointDem,JointNonDem,Contiguous,Trade,Distance,Alliance,WarWithAlly,logPrev1MIDs,logPrev5MIDs,logPrev10MIDs,logPrev20MIDs,logPrev30MIDs
JPN,740,1961,28268,507622,230,111183,94055,39546,0.0393312,0,0,0,1,GFR,260,33458,3158714,350,214278,56227,16433,0.0404706,0,0,0,1,0.155119851754438,0.839294725638345,0.342857142857143,0.481127320583541,0.402190207857105,0.584458605168664,0.0281537708855319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,287.2,9356.659,0,0,0,0,0,0,0
JPN,740,1961,28268,507622,230,111183,94055,39546,0.0393312,0,0,0,1,POL,290,7234,1071000,305,77271,29965,6297,0.0144405,0,0,0,0,0.744092259799066,0.526029878618114,0.245901639344262,0.305010658104207,0.681409813407049,0.840767713548779,0.632848730778618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,8588.663,0,0,0,0,0,0,0
JPN,740,1961,28268,507622,230,111183,94055,39546,0.0393312,0,0,0,1,ITA,325,9124,1206895,470,70634,50536,12530,0.0199672,0,0,0,1,0.677232206028018,0.579398373512194,0.51063829787234,0.36470503584181,0.462697357928871,0.683153795579831,0.492331787486779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58.7,9867.087,0,0,0,0,0,0,0
JPN,740,1961,28268,507622,230,111183,94055,39546,0.0393312,0,0,0,1,RUS,365,70756,43662960,3000,660194,218145,53420,0.173759,0,0,1,NA,0.600486177850642,0.988374081830458,0.923333333333333,0.831590411303344,0.568841825391368,0.259715462373643,0.773645106152775,0,0,1,0,1,2,2,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,1,1,NA,0,1,145.4,7490.931,0,0,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989
JPN,740,1961,28268,507622,230,111183,94055,39546,0.0393312,0,0,0,1,CHN,710,8700,7953200,2200,206584,669392,74775,0.1049435,0,0,1,0,0.692231498514221,0.936173867122668,0.895454545454546,0.461802462920652,0.859491897124555,0.471133400200602,0.6252154730879,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,49.3,2101.533,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945
IND,750,1961,4084,638173,775,49002,442372,36652,0.0487279,0,0,0,1,USA,2,88917,47808000,2307,1447002,183691,50941,0.2106549,0,0,1,1,0.954069525512557,0.986651334504685,0.664065886432596,0.966135499467174,0.584758981129005,0.280500971712373,0.76868375717821,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,861.4,12051.454,0,0,0,0,0,0,0
IND,750,1961,4084,638173,775,49002,442372,36652,0.0487279,0,0,0,1,BRA,140,2443,339280,180,18292,74829,19321,0.0146786,0,0,0,0,0.40181194906954,0.468357326304936,0.767741935483871,0.626709113913718,0.830845984827249,0.472852777474626,0.69876395247897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,14250.8,0,0,0,0,0,0,0
IND,750,1961,4084,638173,775,49002,442372,36652,0.0487279,0,0,0,1,UKG,200,22441,4791138,475,241081,52807,18648,0.0400909,0,0,1,1,0.818011675059044,0.866801373702866,0.387096774193548,0.796740514598828,0.880627616576094,0.491214667685256,0.177249583913938,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,842.7,6712.116,0,0,0,0,0,0,0
IND,750,1961,4084,638173,775,49002,442372,36652,0.0487279,0,0,0,1,FRN,220,17570,4128544,720,123162,46163,8233,0.0303877,0,0,1,0,0.767558338076266,0.84542419797391,0.0709677419354839,0.602133775028012,0.895646650330491,0.775373785877988,0.376379856304089,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.7,6589.256,0,0,0,0,0,0,0
IND,750,1961,4084,638173,775,49002,442372,36652,0.0487279,0,0,0,1,GFR,260,33458,3158714,350,214278,56227,16433,0.0404706,0,0,0,1,0.877936517424831,0.797964298128922,0.548387096774194,0.771315767367625,0.872896566690478,0.551647931900033,0.169457333478356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,325.7,6223.073,0,0,0,0,0,0,0
IND,750,1961,4084,638173,775,49002,442372,36652,0.0487279,0,0,0,1,POL,290,7234,1071000,305,77271,29965,6297,0.0144405,0,0,0,0,0.435443737904341,0.404133520074697,0.606451612903226,0.365842295298365,0.932262891864765,0.828194914329368,0.703650270173761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,5264.46,0,0,0,0,0,0,0
IND,750,1961,4084,638173,775,49002,442372,36652,0.0487279,0,0,0,1,ITA,325,9124,1206895,470,70634,50536,12530,0.0199672,0,0,0,1,0.552389302937308,0.471227405863808,0.393548387096774,0.306254778152165,0.885761304965052,0.658135981665393,0.590230648150238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75.7,5919.077,0,0,0,0,0,0,0
IND,750,1961,4084,638173,775,49002,442372,36652,0.0487279,0,0,0,1,RUS,365,70756,43662960,3000,660194,218145,53420,0.173759,0,0,1,NA,0.942280513313359,0.985384110468003,0.741666666666667,0.925776362705508,0.506874304883673,0.313889928865593,0.719566180744595,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,55.1,4342.782,0,0,0,0,0,0,0
IND,750,1961,4084,638173,775,49002,442372,36652,0.0487279,0,0,0,1,CHN,710,8700,7953200,2200,206584,669392,74775,0.1049435,0,0,1,0,0.530574712643678,0.919758964944928,0.647727272727273,0.762798667854238,0.339143581040706,0.509836175192243,0.535674910785327,0,0,0,0,0,2,2,1,2,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3.8,3780.856,0,0,0,1.38629436111989,1.38629436111989,1.38629436111989,0
IND,750,1961,4084,638173,775,49002,442372,36652,0.0487279,0,0,0,1,JPN,740,28268,507622,230,111183,94055,39546,0.0393312,0,0,0,1,0.855525682750814,0.204569920695485,0.703225806451613,0.559267154151264,0.787384825441031,0.0731805998078187,0.192840241422265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,241.7,5847.803,0,0,0,0,0,0,0
INS,850,1961,0,541880,375,20800,97085,8207,0.0130464,0,0,0,0,USA,2,88917,47808000,2307,1447002,183691,50941,0.2106549,0,0,1,1,1,0.988665495314592,0.837451235370611,0.985625451796197,0.471476555737625,0.838892051589093,0.938067426867355,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.2,16370.82,0,0,0,0,0,0,0
INS,850,1961,0,541880,375,20800,97085,8207,0.0130464,0,0,0,0,UKG,200,22441,4791138,475,241081,52807,18648,0.0400909,0,0,1,1,1,0.886899521575041,0.210526315789474,0.913721944076887,0.456074573827059,0.559899184899185,0.674579518045242,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67.2,11722.307,0,0,0,0,0.693147180559945,0,0
INS,850,1961,0,541880,375,20800,97085,8207,0.0130464,0,0,0,0,FRN,220,17570,4128544,720,123162,46163,8233,0.0303877,0,0,1,0,1,0.868747916941178,0.479166666666667,0.831116740553093,0.524509450481537,0.00315802259200777,0.570668395436311,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.4,11591.242,0,0,0,0,0,0,0
INS,850,1961,0,541880,375,20800,97085,8207,0.0130464,0,0,0,0,GFR,260,33458,3158714,350,214278,56227,16433,0.0404706,0,0,0,1,1,0.828449172669637,0.0666666666666667,0.90292983880753,0.420847710768914,0.500578105032556,0.677632651850973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.7,11231.102,0,0,0,0,0,0,0
INS,850,1961,0,541880,375,20800,97085,8207,0.0130464,0,0,0,0,RUS,365,70756,43662960,3000,660194,218145,53420,0.173759,0,0,1,NA,1,0.987589480878072,0.875,0.968494109307264,0.554951981480208,0.84636840134781,0.924916694962563,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,11.4,9316.192,0,0,0,0,0,0,0
INS,850,1961,0,541880,375,20800,97085,8207,0.0130464,0,0,0,0,CHN,710,8700,7953200,2200,206584,669392,74775,0.1049435,0,0,1,0,1,0.931866418548509,0.829545454545455,0.899314564535492,0.854965401438918,0.890244065529923,0.875681676330597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75.9,5224.758,0,0,0,0,0,0,0
INS,850,1961,0,541880,375,20800,97085,8207,0.0130464,0,0,0,0,JPN,740,28268,507622,230,111183,94055,39546,0.0393312,0,0,0,1,1,0.0632206392559238,0.386666666666667,0.812921040087064,0.0312097646392337,0.79246952915592,0.668293873566024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,5795.885,0,0,0,0,0,0,0
INS,850,1961,0,541880,375,20800,97085,8207,0.0130464,0,0,0,0,IND,750,4084,638173,775,49002,442372,36652,0.0487279,0,0,0,1,1,0.150888552163755,0.516129032258065,0.575527529488592,0.780535386507283,0.776083160536942,0.732260163068796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,5010.284,0,0,0,0,0,0,0
BRA,140,1962,2396,357928,185,22917,77159,20950,0.0149167,0,0,0,0,USA,2,89202,52381008,2807,1508570,186538,50916,0.2099114,0,0,1,1,0.973139615703684,0.993166836346487,0.934093338083363,0.984808792432569,0.586363100279836,0.588537984130725,0.928938113889955,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087.81,6798.516,1,0,0,0,0,0,0
UKG,200,1962,20820,5092642,475,240903,53292,18627,0.0376892,0,0,1,1,USA,2,89202,52381008,2807,1508570,186538,50916,0.2099114,0,0,1,1,0.766597161498621,0.90277693777867,0.830780192376202,0.840310360142386,0.714310220973743,0.634162149422578,0.820451866835246,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2448.7,5904.034,1,0,0,0,0,0,0.693147180559945
UKG,200,1962,20820,5092642,475,240903,53292,18627,0.0376892,0,0,1,1,BRA,140,2396,357928,185,22917,77159,20950,0.0149167,0,0,0,0,0.884918347742555,0.929716638240033,0.610526315789474,0.90487042502584,0.309322308479892,0.110883054892601,0.604218184519703,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,123.73,8800.742,0,0,0,0,0,0,0.693147180559945
FRN,220,1962,17240,4517387,705,129914,46998,8392,0.0294007,0,0,1,0,USA,2,89202,52381008,2807,1508570,186538,50916,0.2099114,0,0,1,1,0.806730790789444,0.913759067026736,0.748842180263627,0.913882683601026,0.748051335384747,0.835179511352031,0.859937573662031,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1240,6168.601,1,0,0,0,0,0.693147180559945,0
FRN,220,1962,17240,4517387,705,129914,46998,8392,0.0294007,0,0,1,0,BRA,140,2396,357928,185,22917,77159,20950,0.0149167,0,0,0,0,0.861020881670534,0.920766584753531,0.737588652482269,0.823598688363071,0.390894127710312,0.599427207637231,0.492641331668974,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139.07,8733.466,0,0,0,0,0,0,0
FRN,220,1962,17240,4517387,705,129914,46998,8392,0.0294007,0,0,1,0,UKG,200,20820,5092642,475,240903,53292,18627,0.0376892,0,0,1,1,0.17195004803074,0.112958067737728,0.326241134751773,0.460720705014051,0.118104030623733,0.549471197723734,0.219917111533277,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,766,340.793,1,0,0,0,0,0,0.693147180559945
GFR,260,1962,32563,4310057,354,224941,56947,16561,0.0401524,0,0,0,1,USA,2,89202,52381008,2807,1508570,186538,50916,0.2099114,0,0,1,1,0.634952131118136,0.917717181005757,0.873886711791949,0.850891241374282,0.694716358061092,0.674738785450546,0.808717392194993,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2799,11154.311,1,0,0,0,0,0,0
GFR,260,1962,32563,4310057,354,224941,56947,16561,0.0401524,0,0,0,1,BRA,140,2396,357928,185,22917,77159,20950,0.0149167,0,0,0,0,0.926419555937721,0.916955158597671,0.477401129943503,0.898119951453937,0.26195259140217,0.209498806682578,0.628497922913699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.31,9129.831,0,0,0,0,0,0,0
GFR,260,1962,32563,4310057,354,224941,56947,16561,0.0401524,0,0,0,1,UKG,200,20820,5092642,475,240903,53292,18627,0.0376892,0,0,1,1,0.360624021128274,0.153669745487706,0.254736842105263,0.0662590337189657,0.0641824854689448,0.110914264240082,0.0613462707086002,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1141,511.466,1,0,0,0,0,0,0
GFR,260,1962,32563,4310057,354,224941,56947,16561,0.0401524,0,0,0,1,FRN,220,17240,4517387,705,129914,46998,8392,0.0294007,0,0,1,0,0.470564751404969,0.0458960013831005,0.497872340425532,0.422452998786348,0.174706305863347,0.493267314775678,0.267772287584304,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644.2,400.236,1,0,0,0,0,0,0
POL,290,1962,7684,1159200,310,80620,30324,6413,0.0143218,0,0,0,0,USA,2,89202,52381008,2807,1508570,186538,50916,0.2099114,0,0,1,1,0.913858433667407,0.977869841680023,0.889561809761311,0.946558661513884,0.837437948300078,0.874047450703119,0.931772166733203,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,7182.692,0,0,0.693147180559945,0,0,0,0
POL,290,1962,7684,1159200,310,80620,30324,6413,0.0143218,0,0,0,0,UKG,200,20820,5092642,475,240903,53292,18627,0.0376892,0,0,1,1,0.630931796349664,0.772377481079565,0.347368421052632,0.665342482243891,0.430984012609773,0.655714822569389,0.620002547148785,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,1448.487,0,0,0.693147180559945,0,0,0,0
POL,290,1962,7684,1159200,310,80620,30324,6413,0.0143218,0,0,0,0,FRN,220,17240,4517387,705,129914,46998,8392,0.0294007,0,0,1,0,0.554292343387471,0.743391478303719,0.560283687943262,0.379435626645319,0.354781054512958,0.235819828408008,0.51287554377957,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.1,1368.268,0,0,0.693147180559945,0,0,0,0
POL,290,1962,7684,1159200,310,80620,30324,6413,0.0143218,0,0,0,0,GFR,260,32563,4310057,354,224941,56947,16561,0.0401524,0,0,0,1,0.764026656020637,0.731047640437238,0.124293785310734,0.641594907108975,0.467504872952043,0.612764929654006,0.643313973759974,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,976.441,0,0,0.693147180559945,0,0,0,0
ITA,325,1962,9490,1387366,470,81160,50879,12980,0.0200291,0,0,0,1,USA,2,89202,52381008,2807,1508570,186538,50916,0.2099114,0,0,1,1,0.893612250846394,0.973513949941551,0.832561453509084,0.946200706629457,0.727245923082696,0.745070311886244,0.904583076478934,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1372.8,7222.464,1,0,0,0,0,0.693147180559945,0.693147180559945
ITA,325,1962,9490,1387366,470,81160,50879,12980,0.0200291,0,0,0,1,UKG,200,20820,5092642,475,240903,53292,18627,0.0376892,0,0,1,1,0.54418828049952,0.727574410296267,0.0105263157894737,0.66310091613637,0.0452788411018539,0.303162076555538,0.468571898581026,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,703,1433.598,1,0,0,0,0,0.693147180559945,0.693147180559945
ITA,325,1962,9490,1387366,470,81160,50879,12980,0.0200291,0,0,0,1,FRN,220,17240,4517387,705,129914,46998,8392,0.0294007,0,0,1,0,0.44953596287703,0.692883075990611,0.333333333333333,0.375279030743415,0.076279014917746,0.35346687211094,0.318754315373443,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,963.4,1107.849,1,0,0,0,0,0,0.693147180559945
ITA,325,1962,9490,1387366,470,81160,50879,12980,0.0200291,0,0,0,1,GFR,260,32563,4310057,354,224941,56947,16561,0.0401524,0,0,0,1,0.708564935663176,0.678109593446212,0.246808510638298,0.639194277610573,0.106555218009728,0.216230903930922,0.501173030752832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1969.1,1065.545,1,0,0,0,0,0,0
RUS,365,1962,78307,49976192,3000,702972,221730,55680,0.1763372,0,0,1,NA,USA,2,89202,52381008,2807,1508570,186538,50916,0.2099114,0,0,1,1,0.122138517073608,0.0459100748882114,0.0643333333333333,0.534014331452965,0.158715554954224,0.0855603448275862,0.159944624255757,1,1,1,1,0,4,1,0,0,5,2,0,0,5,2,0,0,5,2,0,0,5,2,0,0,0,0,0,0,NA,0,1,38,7827.286,0,0,1.79175946922805,1.79175946922805,1.79175946922805,1.79175946922805,0
RUS,365,1962,78307,49976192,3000,702972,221730,55680,0.1763372,0,0,1,NA,BRA,140,2396,357928,185,22917,77159,20950,0.0149167,0,0,0,0,0.969402479982633,0.992838029756249,0.938333333333333,0.967399839538417,0.652013710368466,0.623742816091954,0.915408093130661,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,73.98,11186.026,0,0,0,0.693147180559945,0,0,0
RUS,365,1962,78307,49976192,3000,702972,221730,55680,0.1763372,0,0,1,NA,UKG,200,20820,5092642,475,240903,53292,18627,0.0376892,0,0,1,1,0.734123386159603,0.898098638647779,0.841666666666667,0.657307830183848,0.759653632796645,0.665463362068966,0.786266312496739,1,1,1,1,0,1,0,0,0,2,1,0,0,2,1,0,0,2,1,1,0,2,1,0,0,2,1,1,1,NA,0,0,409.7,2500.5,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811
RUS,365,1962,78307,49976192,3000,702972,221730,55680,0.1763372,0,0,1,NA,FRN,220,17240,4517387,705,129914,46998,8392,0.0294007,0,0,1,0,0.779840882679709,0.90960921952597,0.765,0.81519320826434,0.788039507509133,0.849281609195402,0.833270007689812,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,NA,0,248.8,2486.844,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945
RUS,365,1962,78307,49976192,3000,702972,221730,55680,0.1763372,0,0,1,NA,GFR,260,32563,4310057,354,224941,56947,16561,0.0401524,0,0,0,1,0.584162335423398,0.913757794911625,0.882,0.680014282218922,0.743169620709872,0.702568247126437,0.772297620694896,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,422,2086.802,0,0,0.693147180559945,0,0,0,0
RUS,365,1962,78307,49976192,3000,702972,221730,55680,0.1763372,0,0,1,NA,POL,290,7684,1159200,310,80620,30324,6413,0.0143218,0,0,0,0,0.90187339573729,0.976804955447586,0.896666666666667,0.885315489094871,0.863239074550128,0.884823994252874,0.918781743160263,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,NA,1,0,1149.106,1,0,0,0,0.693147180559945,0,0.693147180559945
RUS,365,1962,78307,49976192,3000,702972,221730,55680,0.1763372,0,0,1,NA,ITA,325,9490,1387366,470,81160,50879,12980,0.0200291,0,0,0,1,0.878810323470443,0.972239461542008,0.843333333333333,0.884547321941699,0.770536237766653,0.766882183908046,0.886415912240866,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,268.6,2376.353,0,0,0,0,0,0,0.693147180559945
CHN,710,1962,6670,9329700,2300,165194,682357,83663,0.103609,0,0,1,0,USA,2,89202,52381008,2807,1508570,186538,50916,0.2099114,0,0,1,1,0.925225891796148,0.821887734577387,0.180619878874243,0.890496297818464,0.726626970925776,0.391415560044464,0.506415563899817,1,0,1,0,1,4,1,0,0,5,0,0,0,5,2,0,0,5,2,1,0,5,2,1,1,0,0,0,0,0,0,0,0,11154.311,0,0,1.79175946922805,1.79175946922805,1.79175946922805,1.79175946922805,0
CHN,710,1962,6670,9329700,2300,165194,682357,83663,0.103609,0,0,1,0,BRA,140,2396,357928,185,22917,77159,20950,0.0149167,0,0,0,0,0.640779610194903,0.961635636730013,0.919565217391304,0.861272201169534,0.886922827786628,0.749590619509222,0.856028916406876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44,16945.817,0,0,0,0,0,0,0
CHN,710,1962,6670,9329700,2300,165194,682357,83663,0.103609,0,0,1,0,UKG,200,20820,5092642,475,240903,53292,18627,0.0376892,0,0,1,1,0.679634966378482,0.454147293053367,0.793478260869565,0.314271719322715,0.921900119732046,0.777356776591803,0.63623623430397,1,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,88.9,8146.234,0,0,0,1.09861228866811,1.09861228866811,1.09861228866811,0
CHN,710,1962,6670,9329700,2300,165194,682357,83663,0.103609,0,0,1,0,FRN,220,17240,4517387,705,129914,46998,8392,0.0294007,0,0,1,0,0.613109048723898,0.515805760099467,0.693478260869565,0.213567078707459,0.931124030382923,0.899692815222978,0.716234110936309,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,60.2,8222.28,0,0,0,0,0,0.693147180559945,0
CHN,710,1962,6670,9329700,2300,165194,682357,83663,0.103609,0,0,1,0,GFR,260,32563,4310057,354,224941,56947,16561,0.0401524,0,0,0,1,0.795166293031969,0.538028339603631,0.846086956521739,0.265611871557431,0.91654368607635,0.802051085904163,0.612462237836481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7828.58,0,0,0,0,0,0,0
CHN,710,1962,6670,9329700,2300,165194,682357,83663,0.103609,0,0,1,0,POL,290,7684,1159200,310,80620,30324,6413,0.0143218,0,0,0,0,0.131962519521083,0.87575163188527,0.865217391304348,0.511967747012603,0.955559919514272,0.923347238325186,0.861770695595942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6944.916,0,0,0,0,0,0,0
CHN,710,1962,6670,9329700,2300,165194,682357,83663,0.103609,0,0,1,0,ITA,325,9490,1387366,470,81160,50879,12980,0.0200291,0,0,0,1,0.297154899894626,0.851295754418684,0.795652173913043,0.508698863154836,0.925436391800773,0.84485375853125,0.806685712631142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8131.757,0,0,0,0,0,0,0
CHN,710,1962,6670,9329700,2300,165194,682357,83663,0.103609,0,0,1,0,RUS,365,78307,49976192,3000,702972,221730,55680,0.1763372,0,0,1,NA,0.914822429667846,0.813317109074657,0.233333333333333,0.765006287590402,0.675052794944582,0.334472825502313,0.412438214965418,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,NA,1,0,5799.204,1,0,0,0,0,1.09861228866811,1.09861228866811
JPN,740,1962,27546,617276,235,117906,94933,40878,0.0383743,0,0,0,1,USA,2,89202,52381008,2807,1508570,186538,50916,0.2099114,0,0,1,1,0.691195264680164,0.988215652512834,0.916280726754542,0.921842539623617,0.491079565557688,0.197148244166863,0.817188108887845,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,3277.5,10910.268,1,0,0,0,0,0,0.693147180559945
JPN,740,1962,27546,617276,235,117906,94933,40878,0.0383743,0,0,0,1,BRA,140,2396,357928,185,22917,77159,20950,0.0149167,0,0,0,0,0.91301822406157,0.420149171521329,0.212765957446809,0.805633301104269,0.187226780992911,0.487499388424091,0.611284114628801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106.32,17688.894,0,0,0,0,0,0.693147180559945,0
JPN,740,1962,27546,617276,235,117906,94933,40878,0.0383743,0,0,0,1,UKG,200,20820,5092642,475,240903,53292,18627,0.0376892,0,0,1,1,0.244173382705293,0.878790615951406,0.505263157894737,0.510566493567951,0.438635669366817,0.544327021869955,0.0178530943886925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,298.7,9569.941,0,0,0,0,0,0,0.693147180559945
